TripID,PickupZoneID,DropoffZoneID,PickupDateTime,DistanceKm,FareAmount
1002367,ZONE080,ZONE015,2025-12-22 14:50,1.0,15.72
1002368,ZONE016,ZONE031,2025-12-19 19:28,6.7,78.54
1002369,ZONE045,ZONE056,2025-12-19 18:28,48.4,489.97
1002370,ZONE050,ZONE029,2025-12-24 22:02,30.4,317.67
1002371,ZONE088,ZONE032,2025-12-21 19:53,11.1,116.94
1002372,ZONE046,ZONE082,2025-12-20 01:49,1.1,17.29
1002373,ZONE050,ZONE031,2025-12-21 06:56,13.2,111.58
1002374,ZONE052,ZONE064,2025-12-21 14:29,23.7,211.94
1002375,ZONE087,ZONE010,2025-12-24 20:40,22.0,252.25
1002376,ZONE087,ZONE040,2025-12-20 09:13,1.1,16.73
1002377,ZONE002,ZONE095,2025-12-19 13:06,9.0,77.88
1002378,ZONE082,ZONE080,2025-12-21 15:02,28.6,254.39
1002379,ZONE031,ZONE045,2025-12-23 07:01,36.0,401.14
1002380,ZONE005,ZONE072,2025-12-21 21:20,33.6,342.56
1002381,ZONE037,ZONE057,2025-12-22 02:46,16.1,172.55
1002382,ZONE039,ZONE100,2025-12-22 01:27,5.1,58.58
1002383,ZONE044,ZONE058,2025-12-20 08:03,38.1,426.92
1002384,ZONE022,ZONE019,2025-12-19 12:45,20.9,178.67
1002385,ZONE054,ZONE069,2025-12-23 05:00,3.7,39.01
1002386,ZONE014,ZONE031,2025-12-24 09:34,40.2,336.39
1002387,ZONE092,ZONE055,2025-12-19 01:49,8.6,74.95
1002388,ZONE098,ZONE019,2025-12-23 08:42,47.2,445.83
1002389,ZONE086,ZONE058,2025-12-21 00:13,15.5,139.05
1002390,ZONE076,ZONE093,2025-12-20 18:20,6.7,65.46
1002391,ZONE039,ZONE078,2025-12-25 16:00,22.6,271.06
1002392,ZONE096,ZONE082,2025-12-24 21:23,12.7,127.12
1002393,ZONE067,ZONE037,2025-12-24 21:25,20.9,249.04
1002394,ZONE039,ZONE049,2025-12-25 09:53,17.3,181.03
1002395,ZONE013,ZONE055,2025-12-22 07:03,23.4,205.76
1002396,ZONE018,ZONE018,2025-12-20 21:13,21.5,247.35
1002397,ZONE087,ZONE036,2025-12-23 06:36,33.1,395.12
1002398,ZONE013,ZONE020,2025-12-21 15:21,1.5,19.0
1002399,ZONE031,ZONE046,2025-12-20 14:29,37.0,346.15
1002400,ZONE032,ZONE099,2025-12-19 17:35,13.8,159.6
1002401,ZONE064,ZONE006,2025-12-20 04:49,38.2,434.0
1002402,ZONE004,ZONE053,2025-12-23 10:15,40.4,360.98
1002403,ZONE087,ZONE084,2025-12-25 11:33,37.1,381.46
1002404,ZONE071,ZONE086,2025-12-22 18:41,34.8,310.22
1002405,ZONE021,ZONE096,2025-12-22 13:26,1.9,26.97
1002406,ZONE077,ZONE092,2025-12-18 22:04,21.0,221.02
1002407,ZONE017,ZONE088,2025-12-19 00:44,16.7,198.75
1002408,ZONE086,ZONE013,2025-12-22 15:04,20.7,217.91
1002409,ZONE001,ZONE095,2025-12-25 08:58,4.9,62.2
1002410,ZONE069,ZONE053,2025-12-25 06:15,48.6,535.41
1002411,ZONE092,ZONE030,2025-12-23 12:25,49.0,400.38
1002412,ZONE081,ZONE071,2025-12-19 21:18,48.0,492.59
1002413,ZONE026,ZONE015,2025-12-21 19:13,22.8,243.99
1002414,ZONE009,ZONE087,2025-12-21 01:26,12.6,115.74
1002415,ZONE081,ZONE049,2025-12-18 21:49,46.8,423.06
1002416,ZONE037,ZONE007,2025-12-19 22:42,41.6,478.09
1002417,ZONE079,ZONE092,2025-12-23 12:17,33.8,291.52
1002418,ZONE048,ZONE025,2025-12-19 18:43,2.2,30.32
1002419,ZONE070,ZONE012,2025-12-23 07:57,24.8,243.65
1002420,ZONE071,ZONE036,2025-12-24 12:37,26.2,261.28
1002421,ZONE048,ZONE048,2025-12-23 17:08,24.9,286.21
1002422,ZONE092,ZONE073,2025-12-24 16:22,10.2,123.94
1002423,ZONE069,ZONE095,2025-12-22 04:06,33.8,384.49
1002424,ZONE029,ZONE080,2025-12-24 04:59,15.0,171.16
1002425,ZONE008,ZONE020,2025-12-22 11:13,1.1,14.13
1002426,ZONE012,ZONE077,2025-12-24 07:09,39.3,411.34
1002427,ZONE022,ZONE045,2025-12-21 00:03,1.1,15.01
1002428,ZONE078,ZONE046,2025-12-19 13:19,13.3,139.75
1002429,ZONE011,ZONE055,2025-12-20 23:03,30.1,297.12
1002430,ZONE097,ZONE069,2025-12-23 15:40,41.0,447.53
1002431,ZONE014,ZONE024,2025-12-19 00:40,3.6,41.5
1002432,ZONE084,ZONE062,2025-12-23 22:14,25.3,276.14
1002433,ZONE071,ZONE096,2025-12-25 13:22,14.2,120.47
1002434,ZONE044,ZONE086,2025-12-24 00:56,23.2,213.3
1002435,ZONE034,ZONE100,2025-12-24 16:50,5.9,65.45
1002436,ZONE085,ZONE012,2025-12-22 21:55,17.4,157.62
1002437,ZONE053,ZONE005,2025-12-21 23:28,26.9,265.35
1002438,ZONE050,ZONE034,2025-12-20 13:00,46.8,424.67
1002439,ZONE083,ZONE074,2025-12-23 20:38,1.5,18.37
1002440,ZONE079,ZONE099,2025-12-21 19:29,16.6,190.63
1002441,ZONE079,ZONE099,2025-12-22 08:15,49.5,407.16
1002442,ZONE053,ZONE029,2025-12-23 15:58,25.0,236.79
1002443,ZONE007,ZONE087,2025-12-20 23:58,46.7,528.74
1002444,ZONE047,ZONE050,2025-12-20 00:16,21.1,248.33
1002445,ZONE081,ZONE015,2025-12-22 17:33,36.7,379.57
1002446,ZONE031,ZONE074,2025-12-22 12:25,5.7,63.36
1002447,ZONE042,ZONE008,2025-12-25 13:02,27.1,329.25
1002448,ZONE098,ZONE047,2025-12-19 21:27,12.2,145.91
1002449,ZONE010,ZONE100,2025-12-19 01:29,33.6,360.48
1002450,ZONE031,ZONE041,2025-12-19 03:37,24.6,217.74
1002451,ZONE016,ZONE053,2025-12-24 06:53,13.4,142.88
1002452,ZONE022,ZONE088,2025-12-24 19:20,30.0,267.99
1002453,ZONE071,ZONE086,2025-12-19 22:56,26.2,260.08
1002454,ZONE035,ZONE087,2025-12-22 06:45,3.9,41.75
1002455,ZONE042,ZONE089,2025-12-21 14:04,14.3,126.96
1002456,ZONE028,ZONE025,2025-12-24 16:32,12.6,139.18
1002457,ZONE053,ZONE035,2025-12-21 07:38,5.0,48.46
1002458,ZONE051,ZONE004,2025-12-24 06:37,11.6,136.77
1002459,ZONE042,ZONE096,2025-12-19 00:57,23.9,243.06
1002460,ZONE044,ZONE044,2025-12-18 17:27,27.9,296.64
1002461,ZONE019,ZONE057,2025-12-25 01:15,17.3,156.09
1002462,ZONE079,ZONE082,2025-12-24 07:50,49.3,540.62
1002463,ZONE003,ZONE030,2025-12-23 23:50,44.1,460.1
1002464,ZONE003,ZONE088,2025-12-24 18:19,43.3,365.64
1002465,ZONE094,ZONE027,2025-12-19 20:13,33.1,392.04
1002466,ZONE058,ZONE074,2025-12-21 05:15,8.8,92.4
1002467,ZONE063,ZONE014,2025-12-19 22:46,10.9,131.36
1002468,ZONE074,ZONE061,2025-12-19 15:53,0.8,14.14
1002469,ZONE068,ZONE009,2025-12-20 23:34,26.1,296.42
1002470,ZONE086,ZONE097,2025-12-24 14:00,5.8,52.07
1002471,ZONE072,ZONE094,2025-12-23 19:02,31.8,283.22
1002472,ZONE060,ZONE030,2025-12-22 18:59,38.8,395.78
1002473,ZONE027,ZONE027,2025-12-23 21:17,11.0,129.94
1002474,ZONE036,ZONE028,2025-12-23 11:25,5.5,70.86
1002475,ZONE060,ZONE039,2025-12-19 20:56,44.9,366.88
1002476,ZONE040,ZONE018,2025-12-20 10:32,30.0,259.9
1002477,ZONE008,ZONE037,2025-12-24 07:42,14.6,136.48
1002478,ZONE068,ZONE052,2025-12-22 11:14,36.9,353.3
1002479,ZONE094,ZONE052,2025-12-25 06:14,6.4,75.91
1002480,ZONE057,ZONE051,2025-12-19 19:27,20.3,204.44
1002481,ZONE091,ZONE052,2025-12-22 02:26,7.9,71.09
1002482,ZONE070,ZONE037,2025-12-20 07:58,36.8,343.74
1002483,ZONE042,ZONE075,2025-12-19 11:30,20.5,248.4
1002484,ZONE046,ZONE092,2025-12-19 23:23,49.0,419.98
1002485,ZONE023,ZONE049,2025-12-22 04:30,26.9,312.87
1002486,ZONE090,ZONE038,2025-12-23 11:23,35.5,388.79
1002487,ZONE016,ZONE058,2025-12-19 16:40,32.7,339.84
1002488,ZONE062,ZONE050,2025-12-23 17:44,32.3,364.47
1002489,ZONE094,ZONE048,2025-12-20 05:12,28.1,315.66
1002490,ZONE009,ZONE005,2025-12-21 01:00,1.1,13.82
1002491,ZONE009,ZONE071,2025-12-19 11:10,36.3,345.12
1002492,ZONE098,ZONE017,2025-12-20 09:45,9.8,91.19
1002493,ZONE048,ZONE052,2025-12-19 07:41,36.4,318.01
1002494,ZONE089,ZONE041,2025-12-22 21:44,36.6,319.34
1002495,ZONE027,ZONE020,2025-12-21 09:20,46.6,546.13
1002496,ZONE004,ZONE036,2025-12-22 07:05,22.4,187.28
1002497,ZONE029,ZONE023,2025-12-22 04:54,36.8,330.36
1002498,ZONE081,ZONE020,2025-12-19 05:13,34.3,404.58
1002499,ZONE080,ZONE059,2025-12-19 01:40,28.0,338.7
1002500,ZONE036,ZONE033,2025-12-20 12:35,13.7,143.56
1002501,ZONE031,ZONE014,2025-12-24 01:50,10.4,102.34
1002502,ZONE011,ZONE090,2025-12-24 12:23,8.9,81.02
1002503,ZONE008,ZONE043,2025-12-25 07:04,26.2,286.05
1002504,ZONE065,ZONE027,2025-12-23 17:26,5.4,50.99
1002505,ZONE096,ZONE050,2025-12-23 00:03,44.7,411.74
1002506,ZONE001,ZONE058,2025-12-21 08:42,46.5,388.02
1002507,ZONE021,ZONE089,2025-12-20 10:40,21.9,213.98
1002508,ZONE028,ZONE053,2025-12-20 10:04,17.6,156.78
1002509,ZONE086,ZONE016,2025-12-22 22:49,30.3,256.1
1002510,ZONE002,ZONE084,2025-12-19 18:59,40.3,462.28
1002511,ZONE005,ZONE005,2025-12-18 21:22,36.1,366.34
1002512,ZONE048,ZONE096,2025-12-20 22:45,40.3,367.14
1002513,ZONE026,ZONE086,2025-12-22 02:42,39.4,365.17
1002514,ZONE012,ZONE046,2025-12-24 05:08,21.5,221.08
1002515,ZONE098,ZONE050,2025-12-21 03:08,15.5,167.45
1002516,ZONE045,ZONE037,2025-12-24 07:29,11.0,93.16
1002517,ZONE005,ZONE031,2025-12-23 12:41,37.1,358.86
1002518,ZONE066,ZONE030,2025-12-24 10:58,20.6,178.33
1002519,ZONE087,ZONE059,2025-12-21 07:02,40.1,375.53
1002520,ZONE068,ZONE037,2025-12-20 17:00,37.2,438.3
1002521,ZONE035,ZONE041,2025-12-22 20:07,40.2,383.73
1002522,ZONE047,ZONE079,2025-12-21 06:10,3.4,35.06
1002523,ZONE044,ZONE024,2025-12-18 22:16,32.4,350.28
1002524,ZONE019,ZONE087,2025-12-21 12:41,10.4,124.66
1002525,ZONE096,ZONE040,2025-12-20 19:25,19.3,203.61
1002526,ZONE072,ZONE085,2025-12-22 14:17,35.7,420.27
1002527,ZONE075,ZONE067,2025-12-24 21:55,20.2,197.91
1002528,ZONE099,ZONE021,2025-12-20 18:52,26.2,295.82
1002529,ZONE030,ZONE013,2025-12-22 01:25,12.7,129.22
1002530,ZONE004,ZONE066,2025-12-23 21:21,25.8,270.78
1002531,ZONE021,ZONE074,2025-12-20 04:35,2.6,27.59
1002532,ZONE073,ZONE026,2025-12-20 17:10,4.6,45.63
1002533,ZONE054,ZONE054,2025-12-20 01:39,15.4,161.86
1002534,ZONE089,ZONE055,2025-12-20 11:46,14.0,157.2
1002535,ZONE085,ZONE032,2025-12-22 13:50,43.3,508.95
1002536,ZONE090,ZONE039,2025-12-21 11:49,26.6,277.76
1002537,ZONE062,ZONE007,2025-12-24 15:14,14.1,121.46
1002538,ZONE045,ZONE055,2025-12-25 06:40,4.4,43.84
1002539,ZONE005,ZONE058,2025-12-24 07:04,26.9,234.94
1002540,ZONE043,ZONE061,2025-12-18 19:32,12.4,139.49
1002541,ZONE042,ZONE040,2025-12-25 14:03,26.8,308.33
1002542,ZONE035,ZONE011,2025-12-19 14:54,30.1,312.15
1002543,ZONE035,ZONE038,2025-12-19 12:35,31.2,333.48
1002544,ZONE026,ZONE076,2025-12-22 19:25,45.9,387.42
1002545,ZONE073,ZONE070,2025-12-20 14:46,45.5,450.49
1002546,ZONE013,ZONE007,2025-12-19 15:38,30.2,338.99
1002547,ZONE021,ZONE010,2025-12-24 06:38,3.3,32.26
1002548,ZONE088,ZONE091,2025-12-20 05:59,42.5,382.23
1002549,ZONE079,ZONE069,2025-12-25 08:10,18.1,203.2
1002550,ZONE003,ZONE066,2025-12-20 13:33,26.2,274.36
1002551,ZONE056,ZONE086,2025-12-25 10:29,30.9,319.66
1002552,ZONE089,ZONE067,2025-12-21 00:01,16.9,146.41
1002553,ZONE050,ZONE011,2025-12-22 18:33,24.4,235.61
1002554,ZONE009,ZONE033,2025-12-21 10:58,16.3,170.84
1002555,ZONE065,ZONE094,2025-12-24 15:27,15.3,151.82
1002556,ZONE019,ZONE050,2025-12-22 01:26,40.7,490.78
1002557,ZONE082,ZONE019,2025-12-19 14:15,24.0,285.9
1002558,ZONE070,ZONE060,2025-12-23 07:49,41.9,441.3
1002559,ZONE084,ZONE033,2025-12-20 20:56,45.1,499.63
1002560,ZONE034,ZONE096,2025-12-18 17:47,1.2,14.82
1002561,ZONE043,ZONE054,2025-12-23 08:42,10.7,120.01
1002562,ZONE076,ZONE031,2025-12-22 12:15,21.9,257.46
1002563,ZONE027,ZONE025,2025-12-25 12:20,44.4,376.64
1002564,ZONE093,ZONE021,2025-12-20 17:12,6.4,65.38
1002565,ZONE068,ZONE023,2025-12-23 22:52,5.2,57.16
1002566,ZONE024,ZONE097,2025-12-22 11:38,36.5,425.21
1002567,ZONE030,ZONE013,2025-12-21 22:02,19.4,225.45
1002568,ZONE010,ZONE078,2025-12-25 00:45,43.8,459.62
1002569,ZONE056,ZONE088,2025-12-22 05:15,0.9,15.72
1002570,ZONE039,ZONE083,2025-12-22 14:49,14.6,173.16
1002571,ZONE068,ZONE099,2025-12-20 15:05,32.8,383.99
1002572,ZONE027,ZONE020,2025-12-23 07:41,11.3,108.57
1002573,ZONE025,ZONE026,2025-12-23 09:22,41.6,502.71
1002574,ZONE013,ZONE017,2025-12-25 14:56,3.5,45.01
1002575,ZONE016,ZONE015,2025-12-21 00:36,21.2,245.66
1002576,ZONE050,ZONE079,2025-12-24 00:41,23.4,215.15
1002577,ZONE094,ZONE085,2025-12-22 01:15,44.4,490.4
1002578,ZONE097,ZONE060,2025-12-24 11:22,28.0,262.14
1002579,ZONE088,ZONE038,2025-12-19 19:08,17.3,145.54
1002580,ZONE004,ZONE081,2025-12-19 07:12,46.3,544.76
1002581,ZONE033,ZONE003,2025-12-18 22:32,8.8,82.7
1002582,ZONE022,ZONE003,2025-12-21 04:25,24.2,286.9
1002583,ZONE027,ZONE028,2025-12-25 06:11,20.6,194.19
1002584,ZONE044,ZONE083,2025-12-19 15:48,19.7,191.54
1002585,ZONE015,ZONE004,2025-12-25 00:54,25.1,269.58
1002586,ZONE030,ZONE054,2025-12-21 20:17,23.1,246.7
1002587,ZONE044,ZONE088,2025-12-18 22:27,13.8,152.9
1002588,ZONE002,ZONE094,2025-12-24 11:58,18.3,162.14
1002589,ZONE050,ZONE096,2025-12-23 18:58,7.6,76.97
1002590,ZONE068,ZONE038,2025-12-22 12:07,48.7,404.7
1002591,ZONE093,ZONE025,2025-12-20 06:47,41.1,413.1
1002592,ZONE059,ZONE036,2025-12-20 01:22,14.0,127.53
1002593,ZONE030,ZONE076,2025-12-19 13:47,12.5,127.53
1002594,ZONE021,ZONE075,2025-12-22 00:44,36.5,395.8
1002595,ZONE057,ZONE079,2025-12-22 17:17,48.7,410.98
1002596,ZONE012,ZONE005,2025-12-19 14:35,35.1,289.74
1002597,ZONE041,ZONE011,2025-12-24 16:08,3.6,34.16
1002598,ZONE012,ZONE056,2025-12-23 01:16,42.7,405.54
1002599,ZONE039,ZONE091,2025-12-22 10:33,11.2,94.77
1002600,ZONE039,ZONE079,2025-12-20 00:57,31.3,273.98
1002601,ZONE057,ZONE046,2025-12-20 16:49,3.3,41.23
1002602,ZONE012,ZONE037,2025-12-21 13:35,49.0,485.57
1002603,ZONE089,ZONE037,2025-12-20 10:50,23.1,279.16
1002604,ZONE087,ZONE084,2025-12-21 06:09,32.4,270.43
1002605,ZONE024,ZONE089,2025-12-21 15:55,31.5,359.68
1002606,ZONE075,ZONE048,2025-12-25 15:31,16.7,200.24
1002607,ZONE035,ZONE097,2025-12-24 23:09,24.0,257.29
1002608,ZONE058,ZONE049,2025-12-20 09:28,9.6,92.3
1002609,ZONE001,ZONE067,2025-12-20 08:19,11.6,132.97
1002610,ZONE011,ZONE059,2025-12-21 21:38,19.3,188.88
1002611,ZONE051,ZONE042,2025-12-21 02:35,46.0,420.96
1002612,ZONE004,ZONE096,2025-12-24 05:37,20.8,219.44
1002613,ZONE056,ZONE075,2025-12-22 18:48,22.5,262.17
1002614,ZONE078,ZONE095,2025-12-24 12:39,27.8,261.03
1002615,ZONE004,ZONE085,2025-12-25 01:44,31.8,351.27
1002616,ZONE035,ZONE022,2025-12-25 00:56,47.0,555.98
1002617,ZONE056,ZONE040,2025-12-23 13:25,9.1,80.5
1002618,ZONE062,ZONE079,2025-12-23 13:47,24.0,212.6
1002619,ZONE023,ZONE051,2025-12-21 02:20,20.6,196.38
1002620,ZONE089,ZONE034,2025-12-25 06:25,34.7,361.57
1002621,ZONE052,ZONE036,2025-12-19 19:03,44.7,520.5
1002622,ZONE076,ZONE073,2025-12-20 19:42,12.4,104.4
1002623,ZONE096,ZONE063,2025-12-25 15:34,42.8,479.44
1002624,ZONE037,ZONE069,2025-12-24 15:40,2.6,31.12
1002625,ZONE077,ZONE068,2025-12-21 20:33,31.9,296.74
1002626,ZONE062,ZONE085,2025-12-22 10:31,19.3,200.81
1002627,ZONE083,ZONE077,2025-12-21 22:14,24.5,257.75
1002628,ZONE002,ZONE075,2025-12-24 22:39,7.2,65.87
1002629,ZONE079,ZONE004,2025-12-25 14:20,42.8,382.2
1002630,ZONE064,ZONE071,2025-12-19 16:42,29.8,264.75
1002631,ZONE095,ZONE061,2025-12-25 15:29,28.5,233.07
1002632,ZONE059,ZONE059,2025-12-19 10:30,17.9,198.51
1002633,ZONE051,ZONE098,2025-12-23 21:41,18.5,210.67
1002634,ZONE062,ZONE042,2025-12-22 05:52,10.3,103.75
1002635,ZONE053,ZONE098,2025-12-21 07:24,26.7,253.21
1002636,ZONE064,ZONE092,2025-12-21 08:08,2.9,29.16
1002637,ZONE059,ZONE041,2025-12-20 05:19,37.6,428.16
1002638,ZONE017,ZONE031,2025-12-19 18:45,42.1,352.19
1002639,ZONE064,ZONE079,2025-12-23 22:27,17.8,167.88
1002640,ZONE013,ZONE074,2025-12-21 16:24,0.7,11.15
1002641,ZONE020,ZONE075,2025-12-20 21:08,14.9,172.17
1002642,ZONE043,ZONE032,2025-12-23 04:05,27.1,317.43
1002643,ZONE034,ZONE019,2025-12-21 02:55,5.5,53.65
1002644,ZONE012,ZONE024,2025-12-20 20:38,40.5,369.76
1002645,ZONE041,ZONE059,2025-12-21 15:36,10.2,124.63
1002646,ZONE062,ZONE085,2025-12-22 23:16,40.8,387.33
1002647,ZONE029,ZONE078,2025-12-20 22:20,29.9,360.68
1002648,ZONE093,ZONE091,2025-12-18 22:06,9.6,104.39
1002649,ZONE030,ZONE048,2025-12-23 06:33,33.7,357.22
1002650,ZONE057,ZONE068,2025-12-20 04:50,49.7,548.5
1002651,ZONE063,ZONE024,2025-12-23 18:55,46.3,488.97
1002652,ZONE092,ZONE057,2025-12-24 22:41,8.1,96.37
1002653,ZONE059,ZONE099,2025-12-19 14:47,32.1,308.81
1002654,ZONE079,ZONE024,2025-12-25 02:49,14.2,138.15
1002655,ZONE057,ZONE041,2025-12-23 17:14,35.0,296.02
1002656,ZONE081,ZONE086,2025-12-22 09:53,11.3,121.73
1002657,ZONE068,ZONE100,2025-12-24 05:25,21.5,226.29
1002658,ZONE074,ZONE018,2025-12-23 21:38,17.3,193.42
1002659,ZONE006,ZONE035,2025-12-24 01:08,46.9,397.5
1002660,ZONE054,ZONE070,2025-12-24 23:06,22.7,227.85
1002661,ZONE076,ZONE018,2025-12-25 05:32,28.3,231.65
1002662,ZONE030,ZONE067,2025-12-22 06:52,36.7,394.68
1002663,ZONE086,ZONE083,2025-12-19 20:40,37.9,346.66
1002664,ZONE001,ZONE040,2025-12-20 17:39,26.7,287.64
1002665,ZONE040,ZONE091,2025-12-25 05:07,22.2,208.41
1002666,ZONE020,ZONE023,2025-12-20 06:28,4.0,37.69
1002667,ZONE064,ZONE085,2025-12-21 00:02,2.4,30.18
1002668,ZONE082,ZONE094,2025-12-21 18:09,10.4,97.49
1002669,ZONE075,ZONE031,2025-12-21 00:12,48.7,398.63
1002670,ZONE064,ZONE075,2025-12-22 05:16,6.0,53.9
1002671,ZONE031,ZONE006,2025-12-20 01:18,12.7,110.96
1002672,ZONE065,ZONE044,2025-12-19 05:34,31.6,379.14
1002673,ZONE078,ZONE059,2025-12-22 05:54,14.7,153.7
1002674,ZONE069,ZONE023,2025-12-21 06:14,35.4,342.21
1002675,ZONE065,ZONE018,2025-12-23 10:07,37.0,319.63
1002676,ZONE034,ZONE002,2025-12-24 20:13,11.3,132.38
1002677,ZONE031,ZONE010,2025-12-21 14:57,30.8,354.6
1002678,ZONE005,ZONE034,2025-12-20 20:17,21.4,248.46
1002679,ZONE084,ZONE082,2025-12-24 18:53,5.9,65.07
1002680,ZONE064,ZONE079,2025-12-23 15:15,48.2,571.71
1002681,ZONE016,ZONE062,2025-12-25 13:28,37.3,368.2
1002682,ZONE044,ZONE100,2025-12-22 10:05,10.2,105.33
1002683,ZONE092,ZONE089,2025-12-23 20:05,38.8,323.5
1002684,ZONE036,ZONE074,2025-12-21 23:30,36.1,340.91
1002685,ZONE082,ZONE086,2025-12-23 20:41,45.8,516.85
1002686,ZONE018,ZONE064,2025-12-23 04:16,2.0,28.73
1002687,ZONE029,ZONE030,2025-12-19 23:07,38.9,345.43
1002688,ZONE039,ZONE057,2025-12-19 03:49,21.8,224.99
1002689,ZONE004,ZONE009,2025-12-18 17:27,29.1,326.73
1002690,ZONE013,ZONE069,2025-12-22 21:14,10.2,108.72
1002691,ZONE054,ZONE071,2025-12-23 08:17,49.1,466.69
1002692,ZONE080,ZONE046,2025-12-18 16:44,36.2,321.77
1002693,ZONE061,ZONE014,2025-12-21 19:56,38.2,441.83
1002694,ZONE057,ZONE095,2025-12-24 06:25,24.1,280.1
1002695,ZONE085,ZONE080,2025-12-24 08:08,7.9,84.55
1002696,ZONE003,ZONE080,2025-12-24 03:19,11.8,118.96
1002697,ZONE051,ZONE058,2025-12-24 07:27,6.9,75.85
1002698,ZONE007,ZONE004,2025-12-20 05:17,44.7,493.29
1002699,ZONE031,ZONE018,2025-12-20 10:54,10.2,124.47
1002700,ZONE004,ZONE027,2025-12-24 02:03,34.3,313.61
1002701,ZONE008,ZONE097,2025-12-24 17:58,23.1,234.11
1002702,ZONE068,ZONE078,2025-12-24 06:02,15.0,137.13
1002703,ZONE084,ZONE026,2025-12-25 02:53,36.9,392.69
1002704,ZONE057,ZONE088,2025-12-20 12:47,17.4,186.91
1002705,ZONE024,ZONE097,2025-12-21 19:05,49.2,520.38
1002706,ZONE066,ZONE022,2025-12-22 10:58,39.2,379.19
1002707,ZONE023,ZONE097,2025-12-21 14:56,40.4,360.79
1002708,ZONE056,ZONE010,2025-12-19 11:57,3.6,36.73
1002709,ZONE066,ZONE052,2025-12-18 22:55,3.9,47.53
1002710,ZONE011,ZONE036,2025-12-20 17:32,24.5,292.99
1002711,ZONE008,ZONE024,2025-12-23 08:02,8.8,102.6
1002712,ZONE065,ZONE008,2025-12-21 03:17,47.7,463.14
1002713,ZONE076,ZONE034,2025-12-19 20:27,8.6,82.22
1002714,ZONE021,ZONE064,2025-12-22 22:25,30.4,350.72
1002715,ZONE033,ZONE062,2025-12-22 16:24,31.4,258.82
1002716,ZONE056,ZONE045,2025-12-19 17:44,41.4,369.47
1002717,ZONE043,ZONE005,2025-12-24 12:30,2.9,30.31
1002718,ZONE013,ZONE033,2025-12-19 00:55,24.5,275.37
1002719,ZONE019,ZONE092,2025-12-25 14:38,13.5,124.92
1002720,ZONE052,ZONE082,2025-12-19 01:06,13.3,119.72
1002721,ZONE085,ZONE023,2025-12-23 21:26,19.3,184.72
1002722,ZONE009,ZONE099,2025-12-19 16:41,24.8,255.77
1002723,ZONE010,ZONE018,2025-12-24 08:34,31.8,333.83
1002724,ZONE058,ZONE081,2025-12-22 17:54,27.1,272.36
1002725,ZONE009,ZONE028,2025-12-22 17:00,30.0,267.91
1002726,ZONE097,ZONE030,2025-12-21 23:13,4.2,49.81
1002727,ZONE071,ZONE055,2025-12-19 05:18,37.5,351.67
1002728,ZONE028,ZONE057,2025-12-20 02:41,28.7,254.2
1002729,ZONE062,ZONE059,2025-12-18 19:21,33.3,359.66
1002730,ZONE095,ZONE026,2025-12-23 21:39,34.1,322.36
1002731,ZONE085,ZONE016,2025-12-24 15:58,20.3,200.9
1002732,ZONE062,ZONE076,2025-12-20 15:40,22.2,211.43
1002733,ZONE024,ZONE062,2025-12-18 18:08,1.7,24.17
1002734,ZONE033,ZONE036,2025-12-24 18:36,24.6,204.94
1002735,ZONE087,ZONE043,2025-12-19 05:57,4.8,57.75
1002736,ZONE043,ZONE048,2025-12-25 06:25,38.8,423.74
1002737,ZONE049,ZONE055,2025-12-19 01:52,44.9,381.6
1002738,ZONE032,ZONE022,2025-12-21 01:42,14.5,167.31
1002739,ZONE076,ZONE030,2025-12-25 14:14,23.6,199.14
1002740,ZONE070,ZONE008,2025-12-21 01:59,43.7,406.38
1002741,ZONE052,ZONE097,2025-12-23 18:59,13.3,123.2
1002742,ZONE060,ZONE081,2025-12-24 23:03,32.5,368.93
1002743,ZONE039,ZONE089,2025-12-20 07:45,14.4,129.35
1002744,ZONE093,ZONE093,2025-12-24 02:13,1.4,17.81
1002745,ZONE029,ZONE069,2025-12-22 18:51,29.2,324.93
1002746,ZONE083,ZONE096,2025-12-22 16:05,30.2,249.73
1002747,ZONE058,ZONE061,2025-12-25 01:02,42.6,479.34
1002748,ZONE042,ZONE014,2025-12-22 10:51,26.1,288.29
1002749,ZONE015,ZONE052,2025-12-21 10:14,44.5,373.55
1002750,ZONE054,ZONE014,2025-12-22 17:58,44.5,421.19
1002751,ZONE071,ZONE038,2025-12-23 22:23,7.6,92.21
1002752,ZONE098,ZONE076,2025-12-20 13:22,20.5,175.47
1002753,ZONE002,ZONE038,2025-12-22 22:58,41.3,471.96
1002754,ZONE013,ZONE026,2025-12-21 12:59,13.1,144.49
1002755,ZONE062,ZONE095,2025-12-25 09:59,14.4,168.01
1002756,ZONE059,ZONE015,2025-12-19 08:16,33.1,312.18
1002757,ZONE041,ZONE094,2025-12-22 18:01,48.1,547.05
1002758,ZONE008,ZONE037,2025-12-21 11:53,45.6,413.71
1002759,ZONE022,ZONE071,2025-12-19 14:56,39.5,404.42
1002760,ZONE037,ZONE073,2025-12-23 03:17,24.6,218.26
1002761,ZONE079,ZONE063,2025-12-21 07:03,22.8,241.91
1002762,ZONE080,ZONE073,2025-12-20 04:47,32.3,272.13
1002763,ZONE037,ZONE087,2025-12-23 04:32,7.6,73.19
1002764,ZONE031,ZONE089,2025-12-22 01:03,32.4,308.73
